run,run_label,id,step_idx,full_flip_same_step,selective_flip,full_mass_shift_same_step,selective_mass_shift,mass_shift_gap_selective_minus_full,full_efficacy_same_step,selective_efficacy,question,cot_step
last_top1,Last-step top1,9-227,4,True,True,0.43983951423120776,0.4398395142254915,-5.716260798038775e-12,93.4556133252925,93.55707463636479,The surface of the moon contains,"Step 5: The moon's surface is characterized by its rugged terrain, craters, and high peaks."
last_top1,Last-step top1,359,4,True,True,0.5565427994169356,0.538458029409824,-0.018084770007111617,83.28832317797944,83.28832317797944,What is a more comfortable color to have for your automobile upholstery if living in a desert?,"Step 5:  Therefore, the best answer is (A): ecru."
last_top1,Last-step top1,7-157,4,True,True,0.7962083269466693,0.7921118008000622,-0.00409652614660716,79.8418698987313,79.8418698987313,Ocean water contains,"Step 5:  Therefore, the correct answer is (B): scant amounts of sodium chloride."
last_top1,Last-step top1,9-163,5,True,True,0.11658029841558454,0.12049405203983671,0.00391375362425217,93.97102847802987,93.97102847802987,A Mola Mola might live where?,Step 6: Option (C) Bay of Bengal is a possibility
last_top1,Last-step top1,8-35,10,False,False,-0.033967152538283085,-0.023640018223313852,0.010327134314969233,99.98511393612355,99.98511393612355,which of these would stop a car quicker?,The dry surface
last_top1,Last-step top1,530,11,False,False,-0.031529701492547524,-0.030901106258027222,0.0006285952345203016,87.23666718783187,87.03567394211096,"When it's flying, a plane has no friction with the","Clouds are made up of water droplets or ice crystals suspended in the air, and the plane is not in contact with the clouds, so"
last_top1,Last-step top1,591,9,False,False,-0.015042511617979093,-0.014032106220091323,0.0010104053978877703,92.84041916981849,92.61314967800327,"When looking for good soil for plants, typically what is optimal?","Compact and hard (D) soil would be difficult for roots to grow, making it less suitable for plant growth."
last_top1,Last-step top1,508,4,False,False,0.2652548029920716,0.23827600662897663,-0.02697879636309497,96.52430247327771,96.52430247327771,"To improve health, what is a good strategy?","Therefore, the best answer is D."
last_top1,Last-step top1,1129,4,False,False,-0.006307172038688358,-0.02960634676297308,-0.02329917472428472,88.05670317332803,88.05670317332803,There is most likely going to be fog around:,"Step 5: Deserts are extremely dry, making it highly unlikely for fog to occur."
last_top1,Last-step top1,8-308,5,False,False,-0.15222963066457418,-0.17250112819877172,-0.020271497534197547,97.47691417534179,97.55454136530511,Some blind people have demonstrated bat-like skills by:,The best answer is D.
last_top1,Last-step top1,7-414,3,False,False,0.08534636810175189,0.08628711771242659,0.000940749610674696,82.62260565495548,82.62260565495548,"As gasoline costs rise, alternative fuels are being used, which means that","Step 4: Therefore, the correct answer is that gasoline will be needed less."
last_top1,Last-step top1,9-794,7,False,False,-0.01499536440863758,-0.011603295653996981,0.003392068754640598,91.05488399129757,91.05488399129757,As the rain forest is deforested the atmosphere will increase with,Step 8: The increased carbon dioxide levels will also contribute to
last_top1,Last-step top1,8-257,5,False,False,-0.01751949556406196,-0.010993879602584578,0.006525615961477382,92.9788979985012,92.9788979985012,Which of these is a hypothesis?,"Step 6:  Therefore, the ice caps melting is a hypothesis."
last_top1,Last-step top1,1582,6,False,False,-0.01790023098349608,-0.017900246425560595,-1.544206451598029e-08,73.9134413873715,73.9134413873715,A tool used to identify the percent chance of a trait being passed down has at least,"Step 7:  Therefore, the correct answer is"
last_top1,Last-step top1,7-1122,2,False,False,-0.11451919459479248,-0.11451915980209892,3.479269355954884e-08,80.15439273860949,79.8418698987313,The lowest temperature on the trip was at,"Step 3:  Therefore, the lowest temperature on the trip was at the plain."
last_top1,Last-step top1,7-49,2,False,False,0.4106414277929422,0.40722986882595646,-0.0034115589669857505,91.91876113231778,91.91876113231778,A rabbit may enjoy,"- Meat, compost, and pebbles are not suitable for rabbits as a food source."
last_top1,Last-step top1,7-1044,4,False,False,-3.526162062628124e-05,-0.001968874316516822,-0.0019336126958905409,99.70564089576207,99.68665636460669,are explosions safe?,The best answer is (A).
last_top1,Last-step top1,9-271,6,False,False,0.10517911204082586,0.10507596585253609,-0.00010314618828977107,90.84275667822239,91.12449543634658,what system is needed for a body to get its needed supply of the gas humans breathe in?,The best answer is A.
last_top1,Last-step top1,1309,5,True,True,0.5190153517251663,0.5193823917326463,0.00036704000748000176,91.9816498321198,91.9816498321198,They studied the soil by using,"- A microscope is used to study small objects or samples, which could include soil, but it's not the most direct or common method for studying soil."
last_top1,Last-step top1,1923,7,False,False,-0.12968212633677578,-0.12968212365499476,2.681781019475693e-09,96.8353413888964,96.8353413888964,When trying to pull a rose out of the ground why do you encounter resistance?,(C): plant temperature - Plant
last_top1,Last-step top1,9-298,0,False,False,-0.32444016049298535,-0.3007782500590879,0.023661910433897426,99.32092066276287,99.32092066276287,An example of conservation is avoiding the use of,The best answer is (A): gasoline.
last_top1,Last-step top1,1672,15,False,False,0.12788222304005092,0.12788222602385002,2.9837990966896655e-09,71.90367075410067,71.90367075410067,Squirrels spend their fall,"Therefore, the correct answer is (C): stockpiling pecans for the frigid months."
last_top1,Last-step top1,163,5,False,False,-9.13647067203871e-05,-9.138651357615268e-05,-2.180685576558261e-08,90.09865916361737,90.09865916361737,The transportation with the most mass is likely a,"Step 6:  Based on these considerations, commercial"
last_top1,Last-step top1,9-675,7,False,False,0.005374344099264183,0.005374343868142617,-2.3112156632976166e-10,73.50263786431033,73.50263786431033,"A person wants to be able to have more natural power in their home. They choose to cease using a traditional electric company to source this electricity, and so decide to install",The best answer is C.
last_top1,Last-step top1,9-1180,11,False,False,-0.0004920247495574515,-0.0004758730736587058,1.6151675898745665e-05,95.67442453948122,95.67442453948122,Mosquitoes enjoy all the people at a BBQ in the summer for what reason?,Taking food is not a relevant factor in mosquitoes' attraction to humans at a BBQ.
last_top1,Last-step top1,8-41,5,False,False,0.007567399442925615,0.007567399442925615,0.0,98.22478740783714,98.22478740783714,Tadpoles start their lives as,They undergo metamorphosis to become adult frogs.
last_top1,Last-step top1,7-891,3,True,True,0.3253131171333868,0.3253978907445791,8.477361119230142e-05,79.92045900016946,79.92045900016946,A recyclable material can be,"(D): used more times - This is not a good option because recyclable materials are meant to be recycled, not used more times."
last_top1,Last-step top1,8-53,11,False,False,-0.009491102807207552,-0.009491105068692773,-2.261485221310977e-09,95.50211320221104,95.35933494870397,the dashboard reading in a jaguar would likely be set to which of these?,Width is not typically related to a car's performance or status.
last_top1,Last-step top1,1272,6,True,True,0.41219484268010925,0.4149371063355718,0.00274226365546254,92.22834853162153,92.22834853162153,Inherited behavior is exhibited when,"Step 7: However, bears taking a long winter sleep is an example of"
last_top1,Last-step top1,8-125,3,True,True,0.507536528143766,0.5084827767032855,0.0009462485595194137,80.83996812836007,80.83996812836007,"A prisoner is kept in a stone room, unable to see the sun. The prisoner knows that he needs vitamin D to survive, so he","Step 4: The prisoner needs to find another way to get vitamin D.
Step 5: Milk is a source of vitamin D.
Step 6: Therefore, the prisoner should ask for milk."
last_top1,Last-step top1,132,3,True,True,0.2560201498270076,0.2657736682226291,0.009753518395621497,80.30883247958059,80.61411573567048,What would happen when balloons heat up?,"So, the correct answer is (A): they get bigger."
last_top1,Last-step top1,1426,5,False,False,0.003578977169530706,0.0035789772850436385,1.1551293255251949e-10,96.78550526731239,96.68346625110897,To grow plants require,"So, what type of light do plants need to grow?"
last_top1,Last-step top1,8-464,1,True,True,0.21439603981861494,0.2160016576949415,0.0016056178763265705,92.46745711008072,92.22834853162153,An electric car runs on electricity via,"Electricity is generated at power stations, so the correct answer is related to power stations."
last_top1,Last-step top1,1702,3,False,False,-0.016157627123742135,-0.022447455416787387,-0.006289828293045252,79.68376772484682,79.68376772484682,How can we see that the coloration of fur is an inherited characteristic?,"(D) is a characteristic of baby rats, but it doesn't tell us anything about the inheritance of fur coloration."
last_top1,Last-step top1,8-466,8,False,False,-0.12409702515522003,-0.14589085442196692,-0.02179382926674689,95.24928474843205,95.24928474843205,What is the best way to guess a babies eye color?,Genetics play a much more significant role in determining eye color.
last_top1,Last-step top1,1180,6,False,False,0.003878993249823548,0.0016472951893246046,-0.0022316980604989434,99.30481676036152,99.30481676036152,What is different about birth in humans and chickens?,"In humans, birth is a process where a baby"
last_top1,Last-step top1,7-52,3,False,False,0.014836942540541465,0.017026030348526233,0.0021890878079847687,95.35933494870397,95.50211320221104,Human reproduction requires,- The correct answer is related to the development of the embryo inside the mother's body.
last_top1,Last-step top1,1189,3,False,True,0.4713699171613142,0.502482401396201,0.031112484234886828,93.9945332104692,93.9945332104692,What can feathers on Spheniscidae be used for?,"- However, the basic principle of feathers being used for insulation and possibly other supportive functions remains the same."
last_top1,Last-step top1,1674,4,True,True,0.5970143285014171,0.5873002327389379,-0.009714095762479169,80.38560106644474,80.38560106644474,A girl and her mom have the same,"Step 5: Between (A) date of birth and (D) hair length, both are physical characteristics that can be shared between a girl and her mom, but the date of birth is a more significant and unique"
last_top1,Last-step top1,7-671,5,True,True,0.6869014954614285,0.6822265262692673,-0.00467496919216126,86.14553330092446,85.70574531881294,"If a UFO is flying overhead and looks small, then large, then","Therefore, the correct answer is (C): the UFO is approaching."
last_top1,Last-step top1,9-409,5,False,False,-0.4196819608347927,-0.4301368661156124,-0.010454905280819715,88.51424368960568,88.51424368960568,Every evening a child can look into the night sky and see that the moon is,"Step 6: Therefore, the correct answer is that the moon is not moving upwards, but rather it is in a constant orbit around the Earth."
last_top1,Last-step top1,8-63,5,True,True,0.3886790589343972,0.38857780985250934,-0.00010124908188785531,84.66450331550716,84.66450331550716,Beak shape can influence a bird's ability,Step 6: Mating with its partner is also not directly related to the
last_top1,Last-step top1,9-149,5,False,False,0.021457187456888405,0.039087710739044934,0.01763052328215653,96.30013924192961,96.52430247327771,"When the eggs hatch, the offspring are","The correct term for the offspring of eggs hatching is ""born""."
last_top1,Last-step top1,8-343,4,False,False,0.06373208973195865,0.07537600034700631,0.011643910615047659,93.50654214644392,93.30041766772024,"A person wants to start saving money so that they can afford a nice vacation at the end of the year. After looking over their budget and expenses, they decide the best way to save money is to",The best answer is B.
last_top1,Last-step top1,326,7,False,False,-0.02974440432657477,-0.029744404250057643,7.65171259686781e-11,94.08763934315263,94.08763934315263,December 21st through March 20 is a three month period which is an example of what?,"- Autumn is a season, but the question asks for an example of what"
last_top1,Last-step top1,7-988,7,False,False,0.16645857681382764,0.18246749979451027,0.016008922980682627,77.42396521311974,77.42396521311974,Plant growth may cause,"Therefore, the most appropriate answer is (A): an uptick in the number of leaves."
last_top1,Last-step top1,1759,8,False,False,-0.004965363799533162,-0.005030482597839447,-6.511879830628509e-05,85.25199696757207,85.25199696757207,Thermometers,"So, (D) is incorrect."
last_top1,Last-step top1,695,3,False,False,0.050319217292296714,0.050319217292296714,0.0,86.5717904293102,86.5717904293102,Some berries may be eaten by,"- Wolves also eat berries, but the most common and well-known predator of berries among the options given is a bear."
last_top1,Last-step top1,1577,11,True,True,0.8938828246955911,0.8944529024437767,0.0005700777481856267,97.16321835502869,97.16321835502869,What animal eats plants?,"Therefore, the correct answer is the bird that eats plants."
last_top1,Last-step top1,9-350,7,False,False,-0.29687712297147606,-0.29687712413308576,-1.161609697319932e-09,89.62348389557117,89.62348389557117,The salamander could eat a large amounts of what?,"This leaves us with option (B), which is a more plausible food"
last_top1,Last-step top1,880,11,False,False,0.16920502552447625,0.1692050234328073,-2.0916689491556895e-09,97.94071736650012,97.94071736650012,Predators eat,Grass is a plant and is not eaten by predators.
last_top1,Last-step top1,7-238,8,True,True,0.37078168196208594,0.3639199930137396,-0.006861688948346323,82.34895151281381,82.89201718286574,Shining a light through a diamond can,(C): This choice
last_top1,Last-step top1,7-511,5,True,True,0.07501517723942125,0.07213924003950745,-0.002875937199913803,85.01974971358183,85.01974971358183,It's easier for human's to survive in:,"Step 5: Surviving alone (D) is difficult for humans, as they need social interaction and support to cope with the challenges of"
last_top1,Last-step top1,788,2,False,False,0.14515089579129026,0.14515089002892345,-5.762366805939223e-09,81.21055669129983,81.21055669129983,Owls are likely to hunt at,"Step 3: Among the given options, 2am falls within the late evening to early morning hours, making it the most likely time for owls to hunt."
last_top1,Last-step top1,9-368,5,True,True,0.51562774127723,0.4987670925466009,-0.01686064873062909,87.86862361533731,88.05670317332803,Birds carrying away fruit helps the tree,"- The most direct benefit the tree receives from birds carrying away fruit is through the process of fertilization, as the fruit is a result of the tree's reproduction process, and the seeds are dispersed, which can lead to new growth and reproduction."
last_top1,Last-step top1,8-393,6,False,False,0.04162771086832828,0.04621260348340295,0.004584892615074665,87.62935365576423,88.0099584312134,"A construction group wants to put a shopping center in town, but the only place available is a small nature park with a trail. Deer and other wildlife frequent the park, since it is the only place in the city where trees and fresh water are available for them. The construction group decides to build the shopping center, which means that",Step 7: The destruction of the nature park and its trail will result in the destruction of the wildlife environment.
last_top1,Last-step top1,8-93,3,True,True,0.23543974385403865,0.2507805594771089,0.01534081562307027,82.89201718286574,83.15725187218158,Over a period of time the weather can change,Step 4: The only option that fits the description of changing over time is the weather.
last_top1,Last-step top1,1032,3,False,False,-0.27573716253662006,-0.2717166855459532,0.004020476990666877,69.26252217876483,69.26252217876483,Which requires energy to move?,"- Poison ivy (D) is a type of plant, and as mentioned, plants do not require energy to move."
last_top1,Last-step top1,1204,5,False,False,0.005853732479221829,0.007057458924810245,0.0012037264455884156,95.2678060319506,95.19328482036607,Which of these situations is an example of pollutants?,"Step 3:  Conclusion:  Only option (A) represents a pollutant, as it is a man-made object that can harm the environment."
last_top1,Last-step top1,7-140,3,True,True,0.39674996561404674,0.3967499673554514,1.7414046871166988e-09,89.21013048572325,89.37741190744127,A person can see,"(D): an abstract idea - Abstract ideas are concepts, not visual things."
last_top1,Last-step top1,7-664,4,False,False,0.3354089066419944,0.3653830655143765,0.029974158872382084,80.76497788389526,80.76497788389526,If bacon is left too long on a hot stove top,"Step 5: Therefore, the correct answer is that the bacon will be bacteria laden if it is left too long on a hot stove top."
last_top1,Last-step top1,9-29,7,False,False,0.1872578273108565,0.18723141406129307,-2.6413249563428387e-05,95.3229377616041,95.3229377616041,What could be a positive aspect of a tree being cut down?,"This is a negative aspect because the tree was providing shade, and now the sun will"
last_top1,Last-step top1,758,4,False,False,0.030332036468599388,0.032563081988960185,0.002231045520360797,94.1793019990428,94.35838604962227,A positive effect of burning biofuel is,The best answer is C.
last_top1,Last-step top1,9-655,3,False,False,0.017925795841935432,0.011375015231690488,-0.006550780610244944,94.63772172549265,94.80270168383701,"if the earth was a living room, what can be done to melt the glaciers?",Step 4: How do these things relate to melting glaciers?
